"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Preliminary results on an interactive learning tool for early algebra education","S. M. Renganathan; C. Stewart; A. Perez; R. Rao; B. Braaten","Department of Computer Science and Engineering, The Ohio State University, Columbus, Ohio; Department of Computer Science and Engineering, The Ohio State University, Columbus, Ohio; Department of Teaching and Learning, The Ohio State University, Columbus, Ohio; Department of Computer Science and Engineering, The Ohio State University, Columbus, Ohio; Department of Teaching and Learning, The Ohio State University, Columbus, Ohio",2017 IEEE Frontiers in Education Conference (FIE),"14 Dec 2017","2017","","","1","5","Interactive learning tools allow students to explore STEM concepts deeply, improving educational outcomes. Interactive tools that use cloud computing resources can (1) explore computationally intensive concepts and (2) seamlessly link concepts to graphical representations. When these goals conflict, good design, and implementation principles are needed to (1) preserve interactive response times and (2) uphold curriculum goals. For this paper, we present an interactive cloud-based learning tool that allows students to interactively explore algebraic formulas, their corresponding graphs (including axes) and generating data. Our tool is designed with both curriculum and interactive systems support in mind and it integrates with existing classroom management platforms. Our implementation employs a careful division of work between client-side browsers and cloud servers to provide instant response times that are within human perception limits. We achieve these design goals by (1) client-side programming for interactive components, (2) sending student activity data to servers at different rates for different sharing types, and (3) align student's data with Moodle's (a popular open source classroom management system) schema. Twenty Math teachers were trained to teach Algebra to students using our interactive service. Over eighty percent of teachers trained with our system adopted it. Now, our system is deployed in 5 schools, 30 classrooms, and 1400 students.","","978-1-5090-5920-1","10.1109/FIE.2017.8190594","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190594","","Tools;Mathematical model;Time factors;Servers;Voltage measurement;Linear algebra","","5","","18","USGov","14 Dec 2017","","","IEEE","IEEE Conferences"
"An adaptive strategy to help students in e-Learning systems using competency-based ontology and agents","V. Bremgartner; J. F. de Magalhães Netto","Department of Computer Science, PPGI, Federal University of Amazonas, Manaus, Amazonas, Brazil; Department of Computer Science, PPGI, Federal University of Amazonas, Manaus, Amazonas, Brazil",2011 11th International Conference on Intelligent Systems Design and Applications,"2 Jan 2012","2011","","","978","983","With the increasing use of Learning Management Systems, people who use them have gotten new opportunities to access knowledge through the Internet. This has drawn attention of researchers from the Informatics and Education on several research issues. Among them is the strategy proposed in this paper, describing an approach that uses multi-agent system and competency-based learner model ontology focused on adaptation of the Moodle system to assist students who have doubts or errors when performing certain activities proposed by the teacher or who have low skills levels required to perform these activities. Such assistance is a personalized recommendation of students with an appropriate profile based on their skills and competencies to help students' weaknesses.","2164-7151","978-1-4577-1676-8","10.1109/ISDA.2011.6121785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6121785","Learning Management System (LMS);learner model;competencies;ontology;multi-agent system","Ontologies;Least squares approximation;Multiagent systems;Electronic learning;Adaptation models;Learning systems;Data models","","5","","17","IEEE","2 Jan 2012","","","IEEE","IEEE Conferences"
"Implementation of accent recognition methods subsystem for eLearning systems","E. Tverdokhleb; H. Dobrovolskyi; N. Keberle; N. Myronova","Software Engineering Department, Zaporizhzhya National Technical University, Zaporizhzhya, Ukraine; Computer Science Department, Zaporizhzhya National University, Zaporizhzhya, Ukraine; Computer Science Department, Zaporizhzhya National University, Zaporizhzhya, Ukraine; Software Engineering Department, Zaporizhzhya National Technical University, Zaporizhzhya, Ukraine",2017 9th IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications (IDAACS),"7 Nov 2017","2017","2","","1037","1041","The results of the implementation of an external accent recognition system and its integration into massive open online courses platform Moodle are reported. Accent recognition becomes important in foreign languages learning to provide a feedback to a student on a presence of a certain unwanted accent in a foreign language pronunciation. Implementation of several accent recognition methods and their comparison is provided. It is shown that neural networks provide the most reliable recognition given the accented utterances from Wildcat Corpus of Native- and Foreign-Accented English.","","978-1-5386-0697-1","10.1109/IDAACS.2017.8095243","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8095243","accent recognition;neural networks;machine learning;eLearning systems","Speech recognition;Speech;Feature extraction;Hidden Markov models;Speech processing;Mel frequency cepstral coefficient","","5","","27","IEEE","7 Nov 2017","","","IEEE","IEEE Conferences"
"Integration of the European bachelor master degree concept at Belarusian universities for physics and engineering students","J. Peuteman; A. Janssens; R. De Craemer; J. Boydens; A. Zabasta; A. Fedotov","Technologiecampus Oostende, KU Leuven, FIIW, Oostende, Belgium; Technologiecampus Oostende, KU Leuven, FIIW, Oostende, Belgium; Technologiecampus Oostende, KU Leuven, FIIW, Oostende, Belgium; Technologiecampus Oostende, KU Leuven, FIIW, Oostende, Belgium; Riga Technical University, Institute of Industrial Electronics and Electrical Engineering, Riga, Latvia; Belarusian State University, Minks, Belarus",2016 XXV International Scientific Conference Electronics (ET),"24 Nov 2016","2016","","","1","4","In order to facilitate the introduction of the bachelor master degree concept at Belarusian universities, courses and teaching materials are developed for master-level programs in physical sciences. A demo-course on “applied physics”, including Electromagnetic Compatibility and System Theory, introduces a powerful learning environment by using a digital learning platform like Blackboard® or Moodle.","","978-1-5090-2883-2","10.1109/ET.2016.7753507","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7753507","bachelor master degree concept;Belarusian universities;learning environment;Electromagnetic Compatibility","Physics;Europe;Electromagnetic compatibility;Training;Electronic learning;Engineering students","","5","","19","IEEE","24 Nov 2016","","","IEEE","IEEE Conferences"
"Use of ICT in engineering education: A survey report","L. Dhandabani; R. Sukumaran","Adithya Institute of Technology, Coimbatore, Tamil Nadu, IN; Indian Institute of Technology Madras, Chennai, Tamil Nadu, IN",2014 IEEE International Conference on Computational Intelligence and Computing Research,"7 Sep 2015","2014","","","1","5","Amongst the various open source educational software, the Modular Object Oriented Developmental Learning Environment (MOODLE) seems to be the most user friendly having numerous features. This paper aims at investigating the usefulness of digital technologies imparted into a blended learning model for engineering education. The role of Information and Communication Technology (ICT) plays a wider role in teaching-learning activities like, content creation, administrative, formative-summative assessments, student's performance tracking, trainings, knowledge management and knowledge organization. In addition, the technical features of ICT allow us to customize to meet the demands of an institution. Considering the recent major shifts in the learning paradigm, these innovations were deployed in an ongoing, real time basis in our educational campus. Technology based virtual learning approach was aimed at stimulating students' interest in learning engineering curriculum; consequently its effectiveness was statistically evaluated. Finally, this research report is aimed at summarizing the ways in which ICT is used, and how it creates new learning opportunities both online and off line.","","978-1-4799-3975-6","10.1109/ICCIC.2014.7238362","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7238362","Information and Communication Technology (ICT);Learning Management System (LMS);Content Management System (CMS);Educational Practices;e-Survey","","","5","","","IEEE","7 Sep 2015","","","IEEE","IEEE Conferences"
"New possibilities for adaptive online learning in engineering education","P. Toth","Trefort Agoston Centre for Engineering Education, Obuda University, Budapest, Hungary",2015 International Conference on Industrial Engineering and Operations Management (IEOM),"27 Apr 2015","2015","","","1","5","Web mining aims to discover useful information or knowledge from the web hyperlink structure, page content and usage log. The “user-centered” philosophy of this tool is in perfect harmony with the concepts of modern marketing, ergonomics, and learning management. This new approach, as opposed to the traditional “page-centered” philosophy, puts the users' goals and intentions to the centre, and designs the services of the system accordingly. About 60 learners of technical teacher training took part simultaneously in processing the Educational technology and multimedia course, all their activities performed in Moodle learning environment were registered in a log file by the server. The processing of this log file was performed by the SPSS Web Mining for Clementine program. Here we are going to present the first results exposed by quality assurance in connection with the students' learning activity, the structure of the syllabus as well as the navigational opportunities. By analysis of student behavior we receive some beneficial information for course development and learning management which are applied in design of adaptive online learning in engineering education.","","978-1-4799-6065-1","10.1109/IEOM.2015.7093710","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7093710","adaptive learning;web usage mining;engineering education","Web mining;Training;Engineering education;Knowledge engineering;Digital images","","5","","14","IEEE","27 Apr 2015","","","IEEE","IEEE Conferences"
"Integrating Distributed Discussions in Web 2.0 Applications and Their Integration with Lecture Recordings","K. M. Höver; M. Mühlhäuser","Dept. of Computer Science, Technische Universität Darmstadt, Darmstadt, Germany; Dept. of Computer Science, Technische Universität Darmstadt, Darmstadt, Germany",2013 IEEE International Symposium on Multimedia,"24 Feb 2014","2013","","","486","491","With the rise of Web 2.0 tools, courses often use more than one platform for commenting and discussing educational contents, e.g., both a discussion forum like Moodle and an online social network site like Facebook. If so, users may not be aware of discussions happening on one site and are uncertain where to post their contributions. Therefore, there is a need for integrating different discussion sites. However, the integration is difficult due to different data formats. In this paper, an approach is presented that makes use of ontologies and enterprise integration patterns for seamlessly integrating discussion sites. Further, it is shown how discussions can be easily integrated with lecture recordings on a data level, and be stored for later reuse by using Semantic Web technologies and Linked Data principles.","","978-1-4799-2171-3","10.1109/ISM.2013.93","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6746845","Web 2.0;Online Discussions;Ontology;Semantic Web","Web 2.0;Ontologies;Receivers;Discussion forums;Authentication;Facebook","","5","","28","IEEE","24 Feb 2014","","","IEEE","IEEE Conferences"
"Mining association rules in learning management systems","M. P. Hrženjak; M. Matetić; M. B. Bakarić","Sveuciliste u Rijeci, Rijeka, HR; Department of Informatics, University of Rijeka, Rijeka, Croatia; Department of Informatics, University of Rijeka, Rijeka, Croatia","2015 38th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","16 Jul 2015","2015","","","986","991","Learning management systems collect huge amounts of data that can later be analysed. The University of Rijeka uses MudRi e-learning system, which is based on the Moodle open source software. This paper focuses on the Programming course, for which data over several years are available. The data can be interpreted and valuable knowledge can be obtained and used for improving the quality of lectures, as well as making the lectures more suitable for students based on the actions and material deemed the most popular. Since the MudRi database contains many facts that might affect each other (e.g. homework might affect the final grade), association rule mining, which discovers regularities in data, is the most suitable data mining method. Apriori algorithm for the discovery of association rules is used for finding connections between various actions and final grades. Many interesting rules and information are discovered, which lead to conclusions on actions that seem to be in relation with the course success.","","978-9-5323-3082-3","10.1109/MIPRO.2015.7160418","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7160418","","Association rules;Electronic learning;Databases;Visualization;Programming profession","","5","","19","","16 Jul 2015","","","IEEE","IEEE Conferences"
"An evaluation of the effectiveness of e-learning system as support for traditional classes","A. Zafra; E. Gibaja; M. Luque; S. Ventura","Department of Computer Science and Numerical Analysis, University of Cordoba, Cordoba, Spain; Department of Computer Science and Numerical Analysis, University of Cordoba, Cordoba, Spain; Department of Computer Science and Numerical Analysis, University of Cordoba, Cordoba, Spain; Department of Computer Science and Numerical Analysis, University of Cordoba, Cordoba, Spain",2011 7th International Conference on Next Generation Web Services Practices,"1 Dec 2011","2011","","","431","435","Virtual learning environments (VLE) offer a continuous learning system where information, resources and experiences are always available. Currently, these systems are widely used as a support for face to face classes. In this sense, they make easier the communication with students and maintain activities and resources for the subject. This paper presents the design and development of a subject using an e-learning platform, analyses the number of hits by the students, and evaluates the students' performance. First, virtualization is presented using the Moodle platform and developing a learning model based on the development of cooperative and collaborative activities. Subsequently, a study on the impact of using this tool in the learning process is carried out.","","978-1-4577-1127-5","10.1109/NWeSP.2011.6088218","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6088218","Virtual learning environmets;Communication networks;Cooperative and collaborative learning","Electronic learning;Computer networks;Face;Collaboration;Proposals;Educational institutions","","5","","7","IEEE","1 Dec 2011","","","IEEE","IEEE Conferences"
"A Case Study of Learning Action and Emotion from a Perspective of Learning Analytics","H. Zhu; X. Zhang; X. Wang; Y. Chen; B. Zeng","Department of Computer Science and Technology, Shaanxi Province Key Lab. of Satellite and Terrestrial Network Tech. R & D, Xi'an, China; Department of Computer Science and Technology, Xi'an Jiaotong University, Xi'an, China; School of Public Policy and Administration, Xi'an Jiaotong University, Xi'an, China; Department of Computer Science and Technology, Shaanxi Province Key Lab. of Satellite and Terrestrial Network Tech. R & D, Xi'an, China; School of Public Policy and Administration, Xi'an Jiaotong University, Xi'an, China",2014 IEEE 17th International Conference on Computational Science and Engineering,"29 Jan 2015","2014","","","420","424","With the rapid development of online learning, users have more and more diverse ways to learning. The advantage of online learning is that the e-learners' behaviors can be completely recorded in the log events. So learning analytics can be made on these data. More than 500 freshmen used Moodle to study our ""C program"" course each year. So a large number of learning data have been collected. How to make analysis of the data is very meaningful. In this paper, we focused on analyzing characteristics both the learning behaviors and the nonintellectual factor of e-learners, such as emotion. We aimed to find the main factors which influence learner's achievements. These factors might be submit time of programs, login times, the frequency of assignment view, etc. Based on the analysis, we adopted The Positive and Negative Affect Scale (PANAS) and Felder & Solomon Learning Styles and Strategies surveys to obtain e-learner's emotion and learning style in a certain period of time or currently. Then we made the correlation analysis between e-learner's emotion, learning style and their achievements. The experimental results made a verification that positive emotion has a great influence on the user. And also the learning enthusiasm of visual learners is obviously higher than that of verbal learners.","","978-1-4799-7981-3","10.1109/CSE.2014.105","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7023615","e-Learning;learning analytics;PANAS;correlation analysis","Correlation;Educational institutions;Indexes;Computer science;Visualization;Electronic learning","","5","","15","IEEE","29 Jan 2015","","","IEEE","IEEE Conferences"
"Online learning prototype for higher education","H. H. Muljo; A. S. Perbangsa; B. Pardamean","Accounting Information Systems Program, Bina Nusantara University, Jakarta, Indonesia; Information Systems Department, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, Bina Nusantara University, Jakarta, Indonesia",2017 International Conference on Information Management and Technology (ICIMTech),"1 Feb 2018","2017","","","49","53","Online learning provides a unique learning experience for users as it enhances interactivity, time and place flexibility, the potential to reach a global audience, and easy updating of content as well as achievable capabilities and reduces education costs. Online produces an effective and efficient learning process. All of them are the benefits generated but not yet fully utilized by the higher education. Data collection techniques were conducted by distributing questionnaires and interviews. Result analysis for model development used Unified Model Language (UML) tool that utilized Use Case Diagram. Learning Management System (LMS) application development to build e-learning application employed open source software MOODLE (Modular Object-Oriented Dynamic Learning Environment) 2.5. Measuring tool to gauge the level of readiness and acceptance of the application of online learning model used Technology Acceptance Model (TAM) with 5 constructs that were perceived Ease of Use, Perceived Usefulness, Attitude Toward Using, Behavior Intention to Use, and Actual Usage Behavior. Results showed most lecturers and students agreed that the online learning model developed was easy to use, can increase work performance, have the intention to use, the tendency to keep using, and can be realized.","","978-1-5386-2930-7","10.1109/ICIMTech.2017.8273510","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8273510","online learning;Use Case Diagram;Unified Model Language;Learning Management System;Technical Acceptance Model","Unified modeling language;Object oriented modeling;Electronic learning;Analytical models;Probability;Conferences","","5","","24","IEEE","1 Feb 2018","","","IEEE","IEEE Conferences"
"The introduction of a new virtual microscope into the eLearning platform of the Medical University of Graz","H. Rehatschek; F. Hye","Medical University Graz, Graz, Austria; Medical University Graz, Graz, Austria",2011 14th International Conference on Interactive Collaborative Learning,"27 Oct 2011","2011","","","10","15","In 2002 the Medical University of Graz (MUG) introduced its first Learning Management System (LMS). One of the first applications developed was a virtual microscope 1.0 (VM 1.0) to be used by students via a standard web browser. The basic idea was to offer the functionality of a microscope via an interactive application which is integrated within the LMS. The main advantages of that concept were saving costs, enhancing the flexibility for students and utilizing additional features and possibilities offered by new media. Cost saving was achieved by replacing hundreds of expensive physical microscopes by the virtual microscope, which can be used on any PC with a standard web browser. After more than 8 years the technology as well as the functionality of the VM 1.0 was now out-dated. We describe the stages to introduce a VM 2.0 within VMC/Moodle in order to help other universities who want to introduce a VM for their students to speed up the decision process and to avoid possible traps.","","978-1-4577-1747-5","10.1109/ICL.2011.6059540","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6059540","eLearning;virtual laboratory;new learning applications;multimedia applications","Microscopy;Educational institutions;Least squares approximation;Navigation;Conferences;Biomedical imaging;Software","","5","","16","IEEE","27 Oct 2011","","","IEEE","IEEE Conferences"
"Laboratories as a service integrated into learning management systems","L. Tobarra; S. Ros; R. Pastor; R. Hernandez; M. Castro; A. Al-Zoubi; M. Dmour; A. Robles-Gomez; A. Caminero; J. Cano","UNED, Madrid, Spain; UNED, Madrid, Spain; UNED, Madrid, Spain; UNED, Madrid, Spain; UNED, Madrid, Spain; Princess Sumaya University for Technology, Amman, JO; University of Jordan, Jordan; UNED, Madrid, Spain; UNED, Madrid, Spain; UNED, Madrid, Spain",2016 13th International Conference on Remote Engineering and Virtual Instrumentation (REV),"31 Mar 2016","2016","","","103","108","This work presents the integration of remote laboratories, viewed as a set of services, into Learning Management Systems (LMSs). Remote laboratories are nowadays essential at distance learning, since students are not able to use face-to-face traditional laboratories. These remote laboratories can be employed by faculty within virtual classrooms, so that students can carry out their on-line experiments from anywhere and at any time. Therefore, the services provided by a remote laboratory must be integrated into the LMS, in order to be used during the learning process of students. In particular, the Moodle platform has been employed for achieving our purpose of integration.","","978-1-4673-8246-5","10.1109/REV.2016.7444447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7444447","Distance Education;Laboratories as a Service (LaaS);Remote Laboratories;Learning Management System (LMS)","Remote laboratories;Standards;Middleware;Learning management systems;Authentication","","5","","19","IEEE","31 Mar 2016","","","IEEE","IEEE Conferences"
"Effect of mining educational data to improve adaptation of learning in e-learning system","T. Chellatamilan; M. Ravichandran; R. M. Suresh; G. Kulanthaivel","Arunai Engineering College, Tiruvannamalai, Tamil Nadu, IN; Sathyabama University, Chennai, India; RMK Engineering College, Chennai, Tamil Nadu, IN; Department ECE, National Institute of Technical Teachers Training Research Institute, Chennai, India",International Conference on Sustainable Energy and Intelligent Systems (SEISCON 2011),"2 Feb 2012","2011","","","922","927","The Apply of data mining technique in to domain specific applications is being drastically improved more and more by the researchers to improve the best decision making recommendation systems like e-learning ,e-commerce and etc.,In this research work we discuss how the datamining techniques will improve the learning style adaptation, learning content organisation and learning objects recommendations based on the instantaneous data collected through the web based learning management system like moodle. This paper focus the techniques like data classification and clustering techniques to predict the learning style of the peer learners based on the activities they have completed in the teaching learning activity of a particular course. The Experimental results shows the clear snopshot of the analysis.","","978-9-38043-000-3","10.1049/cp.2011.0499","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6143448","Intelligent tutor system;Multi agent;Datamining;Clustering;Classification;Multivariate analysis;e-Learning","","","5","","","","2 Feb 2012","","","IET","IET Conferences"
"A model to support a learning object repository for web-based courses","M. G. F. Nascimento; L. O. Brandão; A. A. F. Brandão","Department of Computer Science, Universidade de São Paulo, São Paulo, SP, Brazil; Department of Computer Science, Universidade de São Paulo, São Paulo, SP, Brazil; Dept. of Computer and Digital Systems Engineering, Universidade de São Paulo, São Paulo, SP, Brazil",2013 IEEE Frontiers in Education Conference (FIE),"19 Dec 2013","2013","","","548","552","The demand for digital learning content has been increasing in the last years and the advent of the Learning Objects (LO) concept has the goal of mitigating some of the difficulties related to authoring such kind of digital content, by proposing a reusable model and an open metadata standard classifications for them. Nevertheless, digital learning content authoring is often an expensive and time-consuming task that requires many distinct professional skills. One attempt to overcome it is the adoption of Learning Object Repositories (LOR), in order to smooth LO manipulation experiences for teachers and content authors. Some of its keys characteristics are: to promote LO dissemination and reuse to users in a unified spot; and, to serve LO through flexible searches and enforce a metadata standard classification. This paper proposes an innovative repository model to support LOR and their use in web-based courses in the context of an specific LMS, the Moodle environment. The model is flexible, enhances digital content searches and can be fully integrated with an institutional LMS. Moreover, it offers a social environment for peer evaluation and, more important, information about the student performance, resulting in an efficient evaluation of the available contents.","2377-634X","978-1-4673-5261-1","10.1109/FIE.2013.6684883","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6684883","Learning Object Repository;Learning Object;Authoring;Reputation;Dissemination;Repository and LMS integration;MOOC","Least squares approximations;Standards;Materials;Unified modeling language;Object oriented modeling;Computer aided instruction","","4","","17","IEEE","19 Dec 2013","","","IEEE","IEEE Conferences"
"Temporal Learning Type Analysis Based on Triple-Factor Approach","K. A. Laksitowening; H. B. Santoso; Z. A. Hasibuan","Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia; Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia; School of Computing, Telkom University, Bandung, Indonesia",2017 7th World Engineering Education Forum (WEEF),"20 Sep 2018","2017","","","542","547","Different needs and characteristics among e-learning users have become the main reasons behind the emerging research on e-learning personalization. One the one hand, personalization needs to determine the learning type of learner. On the other hand, learning type changes over time. This research explores the alteration of learning type using temporal data analysis. This research adapts the Triple-Factor Approach that includes learning styles, motivation, and knowledge ability in determining learning type. The objective of the current research is to explore how the different ways and a different time in capturing activity log can affect the learning type identification. The activity logs were provided by Moodle. To provide the temporal data, the activity log data were collected on four different times. On each period, the data were captured both cumulatively and non-cumulatively. The results indicated that the learning types of the learners were very likely to change from time to time. The temporal data analysis showed that the way the learners learnt, their learning motivation, and learners' knowledge level were dynamic. The intensity of one's activities at the end of the semester could be different compared to the activities in the early week. It also occurred to motivation and the level of knowledge.","","978-1-5386-1523-2","10.1109/WEEF.2017.8467152","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8467152","learning type;learning style;motivation;knowledge ability;temporal data","Electronic learning;Engineering education;Data mining;Java;Data analysis","","4","","11","IEEE","20 Sep 2018","","","IEEE","IEEE Conferences"
"Analysis Method of Student Achievement Level Utilizing Web-Based Programming Education Support Tool Pgtacer","M. Murata; T. Kakeshita","Faculty of Liberal Studies, National Institute of Technology, Yatsushiro, Japan; Department of Information Science, Saga University, Saga, Japan",2016 5th IIAI International Congress on Advanced Applied Informatics (IIAI-AAI),"1 Sep 2016","2016","","","316","321","We are developing a Web-based programming education support tool Pgtracer as a plug-in of well-known Learning Management System Moodle. Pgtracer provides fill-in-the-blank questions composed of a C++ program and a trace table to students. When a student answers a question by filling the blanks, pgtracer collects student's answers, required time, evaluation result, etc. as student log. Pgtracer also provides various analysis functions of the collected log. A teacher can utilize the analysis functions in order to analyze the student achievement level and the difficulty level of the problems. In this paper, we propose methods to analyze achievement level of the students utilizing the analysis functions. We perform an evaluation experiment with 50 students in order to validate those methods. As a result, difference was discovered at the answer process caused by the achievement level of the student. The proposed method is useful to analyze achievement level of the students in detail.","","978-1-4673-8985-3","10.1109/IIAI-AAI.2016.107","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7557625","E-learning;Computer programming;Programming education;Learning analytics","Programming profession;Education;C++ languages;Computers;XML;Sorting","","4","","6","IEEE","1 Sep 2016","","","IEEE","IEEE Conferences"
"Material science Internet Remote Experiments: Solid state photovoltaic inorganic and organic/inorganic nanoheterostructural cell characterization in teaching","F. Schauer; M. Ožvoldová; P. Čerňanský; Ž. Gerhátová; L. Tkâč; M. Kostelníková","Faculty of Education, Trnava University in Trnava, Trnava, Slovakia; Faculty of Education, Trnava University in Trnava, Trnava, Slovakia; Faculty of Education, Trnava University in Trnava, Trnava, Slovakia; Faculty of Education, Trnava University in Trnava, Trnava, Slovakia; Trnavska Univerzita v Trnave, Trnava, SK; Faculty of Education, Trnava University in Trnava, Trnava, Slovakia",2012 15th International Conference on Interactive Collaborative Learning (ICL),"7 Jan 2013","2012","","","1","4","The paper describes how the scientifically exact and problem-solving oriented Remote Experiments (RE) across the Internet for material science may be built. We use the hardware Internet-School-Experimental-System (ISES), the server-client approach and ISES WEB CONTROL kit using only web services and web browser. Specifically we deal with a solid-state photovoltaic cells characterization using several photovoltaic systems: bulk p-i-n c-Si PV cell and p-i-n poly-Si thin film systems of a-Si:H, and electrochemical and nano-heterostructural organic cells. The teaching tools materials, delivered to the client, are the Introduction, Physical background and Experiment arrangement (http://www.ises.info or http://remotelabl.fai.utb.cz). The experiments are used in the course ""Physical basis of informatics devices"" in Tomas Bata University in Zlin, Czech Republic, delivered by LMS system MOODLE with the strategy of Integrated e-learning (INTe-L) that is a strategy of education based on remote experiments. The first pedagogical experience gained in material science subjects is positive.","","978-1-4673-2427-4","10.1109/ICL.2012.6402116","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6402116","remote experiment;ISES;photovoltaic system","Education;Voltage measurement;Servers;Photovoltaic cells;PIN photodiodes;Materials;Internet","","4","","4","IEEE","7 Jan 2013","","","IEEE","IEEE Conferences"
"University Learning Management System based on Office 365","G. Laura; O. Bogdan; C. Aurelia; M. Serban","Faculty of Electrical Engineering, Technical University of Cluj-Napoca, Cluj-Napoca, Romania; Faculty of Electronics Communication and Information Technology, University of Cluj-Napoca, Cluj-Napoca, Romania; Faculty of Electronics Communication and Information Technology, University of Cluj-Napoca, Cluj-Napoca, Romania; Faculty of Electronics Communication and Information Technology, University of Cluj-Napoca, Cluj-Napoca, Romania",2018 17th International Conference on Information Technology Based Higher Education and Training (ITHET),"6 Aug 2018","2018","","","1","6","Choosing and adopting in universities the appropriate Learning Management System (LMS) product is a difficult process. For many years, universities implemented their own LMSs or chose between Blackboard, Desire2Learn, Instructure Canvas, Moodle, Pearson LearningStudio, Sakai or other educational platforms. Recently, many new LMSs, such as Edmodo, Litmos LMS, TalentLMS, Docebo, are providing new facilities for content management and collaboration between users for a range of different devices (computers and mobile devices). Higher education must face challenges related to funding, global competition, while supporting students who are mobile and diverse. Efficient solutions must be found to solve those challenges. This paper presents a LMS solution implemented at the Technical University of Cluj-Napoca, entitled ICE-Integrated Communication Environment, that combines locally developed components and software with applications from the Office 365 academic licensed suite. The initial implementation of the solution started within the DidaTec structural funds project that was financed between 2010-2014. The paper describes the configuration of the ICE LMS, the applications used for the management of content, collaboration between users (students, teachers), and several student assessment statistics from its usage.","","978-1-5386-4623-6","10.1109/ITHET.2018.8424799","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424799","LMS;educational platforms;Office 365","Ice;Usability;Tools;Content management;Learning management systems","","4","","7","IEEE","6 Aug 2018","","","IEEE","IEEE Conferences"
"A New Approach Based on Modelled Traces to Compute Collaborative and Individual Indicators Human Interaction","T. Djouad; A. Mille; C. Reffay; M. Benmohammed","LIRIS, UMR5205, Universite Lyon I, France; LIRIS, UMR5205, Universite Lyon I, France; INRP, UMR STEF, ENS Cachan, Cachan, France; LIRE Laboratory, Constantine, Algeria",2010 10th IEEE International Conference on Advanced Learning Technologies,"16 Sep 2010","2010","","","53","54","We propose in this paper a new method to compute indicators based on models transformations. We use the concept of modeled trace and trace-based system to design an indicator. We use traces transformations to build indicators model and to actually compute them. Effective implementation of the indicator is demonstrated through the transformations effected on a particular learning platform based on real traces, constituting so called primary modeled traces. A ""path"" of transformations is explicitly designed and applied both for documenting and building the indicator. We illustrate our approach on the Moodle learning platform through a concrete example describing a practical use of our contribution.","2161-377X","978-1-4244-7145-4","10.1109/ICALT.2010.21","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5571125","Modeled trace;indicators calculus;Transformations sequences;collaborative learning","Computational modeling;Collaboration;Calculus;Collaborative work;Social network services;Data models;Computers","","4","","9","IEEE","16 Sep 2010","","","IEEE","IEEE Conferences"
